Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
28,6,2007,23,ROBBERY,Thursday,TENDERLOIN,NONE
8,3,2003,4,WARRANTS,Saturday,INGLESIDE,ARREST
5,5,2005,15,OTHER OFFENSES,Thursday,BAYVIEW,NONE
13,5,2004,0,LARCENY\/THEFT,Thursday,BAYVIEW,NONE
6,10,2013,20,LARCENY\/THEFT,Sunday,MISSION,NONE
12,2,2011,20,VEHICLE THEFT,Saturday,TENDERLOIN,NONE
4,3,2004,2,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
26,6,2007,23,ROBBERY,Tuesday,SOUTHERN,NONE
16,8,2004,13,DRUG\/NARCOTIC,Monday,SOUTHERN,ARREST
3,11,2005,11,OTHER OFFENSES,Thursday,NORTHERN,ARREST
5,4,2013,12,ROBBERY,Friday,RICHMOND,JUVENILE BOOKED
7,8,2006,2,SECONDARY CODES,Monday,CENTRAL,ARREST
8,2,2010,0,SEX OFFENSES FORCIBLE,Monday,SOUTHERN,NONE
16,9,2013,0,VEHICLE THEFT,Monday,BAYVIEW,ARREST
21,7,2003,9,OTHER OFFENSES,Monday,CENTRAL,ARREST
24,5,2004,2,SECONDARY CODES,Monday,CENTRAL,ARREST
5,4,2012,22,DRUG\/NARCOTIC,Thursday,SOUTHERN,ARREST
21,4,2006,11,DRUG\/NARCOTIC,Friday,MISSION,ARREST
2,11,2012,19,SUSPICIOUS OCC,Friday,BAYVIEW,NONE
19,11,2010,16,BURGLARY,Friday,MISSION,NONE
26,7,2006,17,VEHICLE THEFT,Wednesday,NORTHERN,NONE
5,3,2004,20,VEHICLE THEFT,Friday,RICHMOND,UNFOUNDED
18,5,2007,9,LARCENY\/THEFT,Friday,NORTHERN,NONE
24,2,2007,1,ASSAULT,Saturday,SOUTHERN,ARREST
8,8,2005,23,VEHICLE THEFT,Monday,CENTRAL,NONE
23,12,2004,22,VEHICLE THEFT,Thursday,CENTRAL,ARREST
9,1,2004,16,SUICIDE,Friday,INGLESIDE,PSYCHOPATHIC CASE
20,5,2006,22,ASSAULT,Saturday,TARAVAL,NONE
28,11,2014,21,WARRANTS,Friday,BAYVIEW,ARREST
10,3,2006,22,VEHICLE THEFT,Friday,PARK,NONE
29,4,2004,14,WARRANTS,Thursday,SOUTHERN,ARREST
15,1,2006,21,LARCENY\/THEFT,Sunday,PARK,NONE
14,6,2014,20,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
12,3,2011,20,VEHICLE THEFT,Saturday,TARAVAL,NONE
27,5,2009,12,VANDALISM,Wednesday,BAYVIEW,NONE
5,4,2003,5,BURGLARY,Saturday,MISSION,NONE
9,4,2006,23,WEAPON LAWS,Sunday,NORTHERN,ARREST
13,5,2004,11,BURGLARY,Thursday,SOUTHERN,ARREST
17,10,2013,22,NON-CRIMINAL,Thursday,SOUTHERN,NONE
25,1,2012,20,VEHICLE THEFT,Wednesday,CENTRAL,NONE
14,2,2010,13,OTHER OFFENSES,Sunday,RICHMOND,ARREST
11,1,2012,0,VEHICLE THEFT,Wednesday,BAYVIEW,NONE
13,11,2004,21,VANDALISM,Saturday,NORTHERN,NONE
20,8,2004,8,LARCENY\/THEFT,Friday,NORTHERN,NONE
13,3,2005,23,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
13,11,2008,18,DRUG\/NARCOTIC,Thursday,MISSION,ARREST
15,4,2004,13,FORGERY\/COUNTERFEITING,Thursday,CENTRAL,NONE
27,3,2005,10,VEHICLE THEFT,Sunday,BAYVIEW,NONE
25,8,2011,23,ASSAULT,Thursday,MISSION,ARREST
19,5,2010,23,STOLEN PROPERTY,Wednesday,MISSION,ARREST
4,11,2005,11,FRAUD,Friday,CENTRAL,NOT PROSECUTED
28,6,2009,1,SUSPICIOUS OCC,Sunday,TENDERLOIN,NONE
25,2,2005,19,VEHICLE THEFT,Friday,INGLESIDE,NONE
1,10,2012,2,OTHER OFFENSES,Monday,BAYVIEW,ARREST
3,4,2013,17,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
14,11,2005,11,NON-CRIMINAL,Monday,SOUTHERN,NONE
10,8,2003,23,ASSAULT,Sunday,TARAVAL,NONE
28,10,2004,6,OTHER OFFENSES,Thursday,NORTHERN,ARREST
3,11,2012,18,NON-CRIMINAL,Saturday,TENDERLOIN,PSYCHOPATHIC CASE
5,4,2013,20,VANDALISM,Friday,RICHMOND,NONE
14,4,2004,11,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
31,5,2014,16,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
11,9,2011,11,LARCENY\/THEFT,Sunday,BAYVIEW,NONE
25,8,2007,7,VEHICLE THEFT,Saturday,INGLESIDE,NONE
5,8,2008,14,WARRANTS,Tuesday,SOUTHERN,ARREST
28,5,2003,1,LARCENY\/THEFT,Wednesday,BAYVIEW,ARREST
3,5,2014,0,VANDALISM,Saturday,NORTHERN,ARREST
9,1,2009,17,LARCENY\/THEFT,Friday,TENDERLOIN,ARREST
22,2,2012,22,MISSING PERSON,Wednesday,PARK,NONE
18,9,2012,19,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
25,7,2012,0,FORGERY\/COUNTERFEITING,Wednesday,PARK,NONE
19,9,2014,18,BURGLARY,Friday,PARK,NONE
28,1,2005,11,LARCENY\/THEFT,Friday,SOUTHERN,NONE
8,7,2013,11,LARCENY\/THEFT,Monday,SOUTHERN,NONE
7,9,2013,23,ASSAULT,Saturday,PARK,ARREST
7,1,2008,23,OTHER OFFENSES,Monday,PARK,ARREST
19,4,2012,10,VANDALISM,Thursday,BAYVIEW,NONE
13,8,2010,16,VANDALISM,Friday,INGLESIDE,NONE
27,9,2004,13,DRUG\/NARCOTIC,Monday,RICHMOND,ARREST
28,12,2012,1,BURGLARY,Friday,NORTHERN,NONE
23,8,2012,18,OTHER OFFENSES,Thursday,MISSION,ARREST
13,12,2007,13,OTHER OFFENSES,Thursday,SOUTHERN,NONE
23,3,2007,7,OTHER OFFENSES,Friday,TARAVAL,NONE
18,5,2008,14,GAMBLING,Sunday,SOUTHERN,NONE
20,10,2006,22,OTHER OFFENSES,Friday,TENDERLOIN,NONE
28,7,2007,13,NON-CRIMINAL,Saturday,MISSION,UNFOUNDED
23,8,2009,0,SECONDARY CODES,Sunday,TENDERLOIN,NONE
1,7,2012,21,SUSPICIOUS OCC,Sunday,SOUTHERN,NONE
26,1,2006,14,WARRANTS,Thursday,CENTRAL,NONE
12,1,2006,18,OTHER OFFENSES,Thursday,TARAVAL,ARREST
2,10,2009,11,LARCENY\/THEFT,Friday,TENDERLOIN,JUVENILE BOOKED
25,12,2003,19,KIDNAPPING,Thursday,RICHMOND,NONE
14,12,2008,16,NON-CRIMINAL,Sunday,BAYVIEW,NONE
2,9,2009,14,LARCENY\/THEFT,Wednesday,INGLESIDE,ARREST
16,4,2015,13,ASSAULT,Thursday,MISSION,ARREST
30,7,2005,14,LARCENY\/THEFT,Saturday,CENTRAL,NONE
24,8,2013,20,ASSAULT,Saturday,SOUTHERN,NONE
16,6,2011,18,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE
18,10,2006,22,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
19,9,2003,8,NON-CRIMINAL,Friday,MISSION,NONE
21,8,2003,21,DRUG\/NARCOTIC,Thursday,SOUTHERN,NONE
19,3,2014,6,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE
12,1,2012,0,VANDALISM,Thursday,BAYVIEW,NONE
14,10,2003,12,OTHER OFFENSES,Tuesday,MISSION,ARREST
20,8,2007,19,WARRANTS,Monday,TENDERLOIN,ARREST
6,8,2013,13,ASSAULT,Tuesday,INGLESIDE,JUVENILE BOOKED
8,3,2003,17,WARRANTS,Saturday,TARAVAL,ARREST
29,10,2014,23,LARCENY\/THEFT,Wednesday,RICHMOND,NONE
22,8,2008,21,MISSING PERSON,Friday,MISSION,LOCATED
29,4,2009,12,OTHER OFFENSES,Wednesday,RICHMOND,ARREST
15,10,2013,15,OTHER OFFENSES,Tuesday,INGLESIDE,ARREST
11,1,2008,6,BURGLARY,Friday,BAYVIEW,NONE
21,8,2007,20,BURGLARY,Tuesday,CENTRAL,NONE
13,7,2003,14,ASSAULT,Sunday,CENTRAL,NONE
14,5,2004,18,NON-CRIMINAL,Friday,RICHMOND,PSYCHOPATHIC CASE
16,10,2013,17,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
7,7,2014,10,LARCENY\/THEFT,Monday,CENTRAL,NONE
4,10,2012,1,SUSPICIOUS OCC,Thursday,TENDERLOIN,NONE
30,3,2015,0,BURGLARY,Monday,SOUTHERN,NONE
1,12,2011,18,OTHER OFFENSES,Thursday,CENTRAL,ARREST
21,5,2005,10,FRAUD,Saturday,BAYVIEW,NONE
25,8,2010,19,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
15,6,2013,0,LARCENY\/THEFT,Saturday,BAYVIEW,NONE
19,5,2005,22,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
25,3,2010,16,SECONDARY CODES,Thursday,SOUTHERN,NONE
18,6,2006,0,LARCENY\/THEFT,Sunday,PARK,NONE
20,3,2015,14,SUSPICIOUS OCC,Friday,RICHMOND,NONE
1,8,2010,4,OTHER OFFENSES,Sunday,TENDERLOIN,NONE
11,8,2013,21,OTHER OFFENSES,Sunday,NORTHERN,ARREST
16,11,2014,4,ASSAULT,Sunday,TARAVAL,NONE
28,12,2014,0,LARCENY\/THEFT,Sunday,NORTHERN,NONE
14,10,2014,16,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
31,3,2015,18,LARCENY\/THEFT,Tuesday,RICHMOND,NONE
8,2,2013,3,OTHER OFFENSES,Friday,INGLESIDE,ARREST
2,12,2005,18,NON-CRIMINAL,Friday,CENTRAL,NONE
3,10,2007,16,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
1,1,2012,0,ASSAULT,Sunday,SOUTHERN,NONE
29,5,2004,12,OTHER OFFENSES,Saturday,MISSION,NONE
9,6,2004,18,WEAPON LAWS,Wednesday,NORTHERN,NONE
23,2,2014,18,VEHICLE THEFT,Sunday,BAYVIEW,NONE
5,6,2010,0,SUSPICIOUS OCC,Saturday,INGLESIDE,ARREST
19,11,2006,19,LARCENY\/THEFT,Sunday,CENTRAL,NONE
12,11,2014,23,SECONDARY CODES,Wednesday,BAYVIEW,ARREST
24,6,2003,15,WARRANTS,Tuesday,MISSION,ARREST
1,9,2008,13,NON-CRIMINAL,Monday,CENTRAL,NONE
1,3,2004,16,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
10,12,2004,19,NON-CRIMINAL,Friday,CENTRAL,NONE
27,5,2004,19,NON-CRIMINAL,Thursday,SOUTHERN,NONE
7,9,2013,19,VEHICLE THEFT,Saturday,INGLESIDE,NONE
25,7,2011,11,VEHICLE THEFT,Monday,RICHMOND,NONE
8,1,2009,21,ROBBERY,Thursday,MISSION,ARREST
8,8,2014,16,VANDALISM,Friday,TENDERLOIN,ARREST
28,12,2010,0,LARCENY\/THEFT,Tuesday,RICHMOND,NONE
6,9,2005,22,MISSING PERSON,Tuesday,NORTHERN,NONE
21,3,2012,20,DRUG\/NARCOTIC,Wednesday,SOUTHERN,ARREST
27,6,2009,15,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
21,9,2013,20,LARCENY\/THEFT,Saturday,MISSION,NONE
3,3,2015,18,SUSPICIOUS OCC,Tuesday,MISSION,NONE
8,1,2003,19,NON-CRIMINAL,Wednesday,TENDERLOIN,NONE
12,1,2013,18,NON-CRIMINAL,Saturday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE
21,7,2009,17,RECOVERED VEHICLE,Tuesday,INGLESIDE,NONE
8,1,2008,20,LARCENY\/THEFT,Tuesday,TENDERLOIN,ARREST
18,3,2014,8,VEHICLE THEFT,Tuesday,NORTHERN,NONE
27,11,2014,2,BURGLARY,Thursday,PARK,ARREST
22,9,2013,9,OTHER OFFENSES,Sunday,SOUTHERN,ARREST
15,1,2010,15,ASSAULT,Friday,SOUTHERN,ARREST
4,10,2013,23,VANDALISM,Friday,SOUTHERN,ARREST
6,3,2012,19,BURGLARY,Tuesday,INGLESIDE,NONE
11,11,2009,10,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE
24,9,2010,17,LARCENY\/THEFT,Friday,INGLESIDE,NONE
26,5,2004,19,NON-CRIMINAL,Wednesday,PARK,ARREST
19,4,2009,0,VANDALISM,Sunday,MISSION,NONE
15,7,2007,18,OTHER OFFENSES,Sunday,SOUTHERN,ARREST
7,2,2014,2,OTHER OFFENSES,Friday,MISSION,ARREST
12,4,2004,14,VANDALISM,Monday,INGLESIDE,NONE
31,3,2015,21,ARSON,Tuesday,SOUTHERN,NONE
13,10,2004,23,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,NONE
15,7,2010,21,VANDALISM,Thursday,RICHMOND,NONE
14,2,2010,12,WEAPON LAWS,Sunday,TARAVAL,ARREST
21,9,2014,7,NON-CRIMINAL,Sunday,RICHMOND,NONE
23,12,2013,22,SUSPICIOUS OCC,Monday,BAYVIEW,NONE
2,6,2013,21,ASSAULT,Sunday,NORTHERN,NONE
12,6,2007,15,WARRANTS,Tuesday,TENDERLOIN,ARREST
13,5,2003,10,LARCENY\/THEFT,Tuesday,TARAVAL,NONE
4,9,2009,22,SECONDARY CODES,Friday,INGLESIDE,ARREST
27,7,2013,19,VANDALISM,Saturday,SOUTHERN,NONE
16,4,2008,16,NON-CRIMINAL,Wednesday,TENDERLOIN,PSYCHOPATHIC CASE
15,5,2014,16,NON-CRIMINAL,Thursday,BAYVIEW,NONE
22,2,2005,8,VEHICLE THEFT,Tuesday,MISSION,NONE
4,4,2011,9,SUSPICIOUS OCC,Monday,TARAVAL,NONE
12,11,2014,16,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
30,6,2010,19,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE
24,9,2006,2,ASSAULT,Sunday,TARAVAL,NONE
31,10,2006,15,ROBBERY,Tuesday,TARAVAL,NONE
17,9,2012,16,LARCENY\/THEFT,Monday,CENTRAL,NONE
9,12,2003,18,OTHER OFFENSES,Tuesday,BAYVIEW,NONE
16,10,2013,12,LARCENY\/THEFT,Wednesday,MISSION,NONE
19,10,2008,18,OTHER OFFENSES,Sunday,BAYVIEW,NONE
27,6,2012,13,OTHER OFFENSES,Wednesday,MISSION,ARREST
24,10,2010,12,LARCENY\/THEFT,Sunday,CENTRAL,NONE
11,12,2012,18,LARCENY\/THEFT,Tuesday,MISSION,NONE
3,11,2012,20,NON-CRIMINAL,Saturday,BAYVIEW,NONE
24,2,2010,23,LARCENY\/THEFT,Wednesday,MISSION,NONE
29,5,2014,12,VEHICLE THEFT,Thursday,PARK,NONE
11,7,2009,18,OTHER OFFENSES,Saturday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
4,4,2006,14,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
12,11,2014,16,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
13,12,2005,12,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
5,10,2014,21,LARCENY\/THEFT,Sunday,TARAVAL,NONE
8,12,2009,10,OTHER OFFENSES,Tuesday,INGLESIDE,NONE
10,7,2006,18,LARCENY\/THEFT,Monday,BAYVIEW,ARREST
17,9,2014,19,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
1,4,2004,17,OTHER OFFENSES,Thursday,CENTRAL,ARREST
12,1,2012,11,LARCENY\/THEFT,Thursday,TARAVAL,NONE
2,4,2008,20,OTHER OFFENSES,Wednesday,MISSION,ARREST
13,11,2014,11,NON-CRIMINAL,Thursday,TARAVAL,NONE
10,10,2010,16,DISORDERLY CONDUCT,Sunday,CENTRAL,NONE
23,2,2008,1,SUSPICIOUS OCC,Saturday,INGLESIDE,NONE
1,6,2006,19,KIDNAPPING,Thursday,MISSION,NONE
27,10,2009,4,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
1,6,2013,9,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
17,5,2005,1,VEHICLE THEFT,Tuesday,CENTRAL,NONE
28,4,2009,0,ROBBERY,Tuesday,MISSION,NONE
4,9,2013,22,LARCENY\/THEFT,Wednesday,PARK,ARREST
21,8,2007,11,SUSPICIOUS OCC,Tuesday,PARK,NONE
13,1,2013,2,OTHER OFFENSES,Sunday,INGLESIDE,ARREST
11,3,2005,10,MISSING PERSON,Friday,MISSION,NONE
24,8,2003,20,VEHICLE THEFT,Sunday,SOUTHERN,NONE
10,8,2013,16,NON-CRIMINAL,Saturday,INGLESIDE,NONE
23,9,2011,8,FRAUD,Friday,PARK,NONE
9,3,2013,23,ROBBERY,Saturday,TARAVAL,ARREST
13,11,2008,20,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
24,10,2010,15,LARCENY\/THEFT,Sunday,NORTHERN,NONE
20,4,2012,11,VANDALISM,Friday,PARK,NONE
20,3,2003,0,OTHER OFFENSES,Thursday,TARAVAL,NONE
5,9,2008,12,ASSAULT,Friday,SOUTHERN,NONE
13,1,2013,3,NON-CRIMINAL,Sunday,SOUTHERN,NONE
16,5,2006,10,ROBBERY,Tuesday,SOUTHERN,NONE
9,6,2014,11,MISSING PERSON,Monday,MISSION,LOCATED
16,4,2012,19,LARCENY\/THEFT,Monday,TENDERLOIN,ARREST
2,4,2015,14,ROBBERY,Thursday,MISSION,NONE
24,9,2010,0,VANDALISM,Friday,INGLESIDE,NONE
19,4,2015,12,BURGLARY,Sunday,TENDERLOIN,NONE
15,5,2013,18,FRAUD,Wednesday,RICHMOND,NONE
9,8,2012,17,VANDALISM,Thursday,SOUTHERN,UNFOUNDED
3,8,2009,17,LARCENY\/THEFT,Monday,SOUTHERN,NONE
11,2,2011,8,ASSAULT,Friday,PARK,NONE
4,10,2007,8,OTHER OFFENSES,Thursday,MISSION,ARREST
1,10,2012,21,BURGLARY,Monday,PARK,NONE
9,12,2009,8,BURGLARY,Wednesday,SOUTHERN,ARREST
23,8,2013,0,OTHER OFFENSES,Friday,MISSION,NONE
25,1,2010,5,LARCENY\/THEFT,Monday,INGLESIDE,NONE
1,7,2012,12,OTHER OFFENSES,Sunday,RICHMOND,NONE
27,12,2006,18,LARCENY\/THEFT,Wednesday,TARAVAL,NONE
24,9,2006,11,BURGLARY,Sunday,RICHMOND,NONE
7,3,2015,20,LARCENY\/THEFT,Saturday,TENDERLOIN,ARREST
2,6,2013,21,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
19,5,2011,10,SUSPICIOUS OCC,Thursday,NORTHERN,NONE
1,6,2008,23,ASSAULT,Sunday,SOUTHERN,NONE
11,6,2007,22,MISSING PERSON,Monday,CENTRAL,LOCATED
7,8,2003,17,OTHER OFFENSES,Thursday,RICHMOND,ARREST
12,8,2010,2,ASSAULT,Thursday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE
28,11,2011,20,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
6,1,2015,22,LARCENY\/THEFT,Tuesday,MISSION,NONE
17,5,2005,17,OTHER OFFENSES,Tuesday,MISSION,ARREST
5,4,2011,12,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
24,2,2006,14,DRUG\/NARCOTIC,Friday,BAYVIEW,ARREST
29,1,2005,1,VEHICLE THEFT,Saturday,TARAVAL,NONE
12,7,2011,22,OTHER OFFENSES,Tuesday,MISSION,JUVENILE BOOKED
19,3,2007,14,OTHER OFFENSES,Monday,SOUTHERN,ARREST
14,11,2003,9,OTHER OFFENSES,Friday,INGLESIDE,NONE
10,12,2008,16,FRAUD,Wednesday,TENDERLOIN,ARREST
4,4,2007,10,BURGLARY,Wednesday,INGLESIDE,NONE
20,4,2006,21,LARCENY\/THEFT,Thursday,MISSION,NONE
5,4,2012,12,NON-CRIMINAL,Thursday,CENTRAL,NONE
11,12,2003,5,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
13,6,2009,22,VANDALISM,Saturday,TARAVAL,NONE
30,7,2005,19,VEHICLE THEFT,Saturday,TENDERLOIN,NONE
28,10,2004,12,OTHER OFFENSES,Thursday,MISSION,ARREST
5,1,2015,11,NON-CRIMINAL,Monday,INGLESIDE,NONE
8,10,2006,15,WARRANTS,Sunday,MISSION,ARREST
4,11,2010,22,OTHER OFFENSES,Thursday,NORTHERN,ARREST
28,7,2011,8,DRUG\/NARCOTIC,Thursday,BAYVIEW,ARREST
27,6,2014,8,VEHICLE THEFT,Friday,NORTHERN,NONE
19,10,2008,21,NON-CRIMINAL,Sunday,MISSION,NONE
1,12,2013,15,NON-CRIMINAL,Sunday,CENTRAL,NONE
24,12,2007,9,LARCENY\/THEFT,Monday,MISSION,NONE
31,12,2011,20,ASSAULT,Saturday,CENTRAL,NONE
5,2,2014,10,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
6,9,2007,21,OTHER OFFENSES,Thursday,INGLESIDE,ARREST
11,1,2014,23,OTHER OFFENSES,Saturday,CENTRAL,NONE
11,2,2005,23,OTHER OFFENSES,Friday,MISSION,NONE
3,7,2005,21,ASSAULT,Sunday,PARK,ARREST
8,1,2008,13,LARCENY\/THEFT,Tuesday,RICHMOND,NONE
1,5,2013,11,LARCENY\/THEFT,Wednesday,BAYVIEW,JUVENILE CITED
6,7,2009,3,LIQUOR LAWS,Monday,INGLESIDE,ARREST
3,5,2010,0,NON-CRIMINAL,Monday,PARK,NONE
21,2,2015,0,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
20,3,2003,11,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
30,7,2005,12,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
8,8,2003,9,ASSAULT,Friday,BAYVIEW,ARREST
25,7,2007,19,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
15,10,2003,18,WARRANTS,Wednesday,BAYVIEW,ARREST
1,9,2008,14,OTHER OFFENSES,Monday,BAYVIEW,NONE
16,5,2009,12,NON-CRIMINAL,Saturday,CENTRAL,NONE
4,6,2010,14,ASSAULT,Friday,TENDERLOIN,ARREST
7,10,2012,10,ROBBERY,Sunday,SOUTHERN,NONE
10,1,2005,10,LARCENY\/THEFT,Monday,NORTHERN,NONE
18,10,2005,17,WARRANTS,Tuesday,MISSION,ARREST
5,9,2005,12,ROBBERY,Monday,SOUTHERN,NONE
10,1,2007,13,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
9,10,2005,12,VANDALISM,Sunday,BAYVIEW,NONE
4,11,2010,17,DRUG\/NARCOTIC,Thursday,NORTHERN,ARREST
10,2,2007,14,ROBBERY,Saturday,CENTRAL,ARREST
18,10,2014,15,FORGERY\/COUNTERFEITING,Saturday,SOUTHERN,NONE
15,6,2014,2,MISSING PERSON,Sunday,PARK,LOCATED
5,8,2013,4,ARSON,Monday,NORTHERN,NONE
29,4,2004,16,VANDALISM,Thursday,TARAVAL,NONE
5,10,2011,16,MISSING PERSON,Wednesday,SOUTHERN,LOCATED
13,10,2014,15,WARRANTS,Monday,PARK,ARREST
4,5,2007,14,OTHER OFFENSES,Friday,MISSION,ARREST
25,7,2009,11,OTHER OFFENSES,Saturday,SOUTHERN,NONE
24,1,2003,22,ROBBERY,Friday,NORTHERN,ARREST
24,4,2005,1,ROBBERY,Sunday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY
12,12,2003,20,OTHER OFFENSES,Friday,NORTHERN,ARREST
18,9,2014,16,SUSPICIOUS OCC,Thursday,CENTRAL,UNFOUNDED
30,10,2003,5,VEHICLE THEFT,Thursday,INGLESIDE,NONE
29,6,2010,21,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,NONE
14,5,2009,10,GAMBLING,Thursday,SOUTHERN,NONE
4,3,2014,16,BURGLARY,Tuesday,INGLESIDE,NONE
14,2,2010,12,WARRANTS,Sunday,INGLESIDE,NONE
24,7,2009,17,VANDALISM,Friday,SOUTHERN,NONE
19,5,2007,9,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
11,6,2012,7,ASSAULT,Monday,NORTHERN,NONE
7,2,2008,0,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
19,2,2015,20,LARCENY\/THEFT,Thursday,NORTHERN,NONE
1,10,2014,17,LARCENY\/THEFT,Wednesday,PARK,NONE
20,8,2013,15,DRUG\/NARCOTIC,Tuesday,NORTHERN,ARREST
5,5,2005,10,SECONDARY CODES,Thursday,BAYVIEW,NONE
14,11,2007,2,OTHER OFFENSES,Wednesday,BAYVIEW,NONE
31,12,2010,21,BURGLARY,Friday,TENDERLOIN,NONE
24,12,2014,0,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
30,1,2011,19,LARCENY\/THEFT,Sunday,TARAVAL,NONE
22,1,2008,13,FORGERY\/COUNTERFEITING,Tuesday,PARK,PROSECUTED BY OUTSIDE AGENCY
16,12,2011,3,ASSAULT,Friday,SOUTHERN,NONE
2,9,2008,13,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
12,3,2010,8,ASSAULT,Friday,PARK,ARREST
13,11,2008,16,OTHER OFFENSES,Thursday,RICHMOND,ARREST
29,4,2013,15,VEHICLE THEFT,Monday,NORTHERN,ARREST
10,8,2014,12,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
10,11,2003,20,VANDALISM,Monday,MISSION,NONE
4,5,2006,10,NON-CRIMINAL,Thursday,CENTRAL,NONE
3,2,2004,13,FRAUD,Tuesday,SOUTHERN,NOT PROSECUTED
9,12,2003,20,TRESPASS,Tuesday,SOUTHERN,ARREST
12,9,2010,16,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
3,11,2010,18,WARRANTS,Wednesday,SOUTHERN,JUVENILE BOOKED
4,2,2009,6,LARCENY\/THEFT,Wednesday,TARAVAL,ARREST
11,9,2010,2,NON-CRIMINAL,Saturday,NORTHERN,NONE
16,11,2013,15,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST
12,7,2009,7,MISSING PERSON,Sunday,CENTRAL,NONE
6,4,2012,17,BURGLARY,Friday,NORTHERN,NONE
5,3,2015,2,NON-CRIMINAL,Thursday,MISSION,NONE
16,2,2015,17,LARCENY\/THEFT,Monday,SOUTHERN,ARREST
18,2,2014,19,OTHER OFFENSES,Tuesday,BAYVIEW,ARREST
14,1,2006,7,NON-CRIMINAL,Saturday,TENDERLOIN,NONE
2,10,2014,1,LARCENY\/THEFT,Thursday,MISSION,NONE
12,12,2004,0,ASSAULT,Sunday,CENTRAL,NONE
18,5,2006,12,NON-CRIMINAL,Thursday,TENDERLOIN,NONE
5,1,2015,8,VEHICLE THEFT,Monday,INGLESIDE,NONE
5,2,2003,11,LARCENY\/THEFT,Wednesday,TENDERLOIN,ARREST
25,7,2003,8,LARCENY\/THEFT,Friday,BAYVIEW,NONE
15,11,2013,15,WARRANTS,Friday,CENTRAL,ARREST
21,7,2003,19,ASSAULT,Monday,TENDERLOIN,ARREST
27,10,2009,21,SUSPICIOUS OCC,Tuesday,TENDERLOIN,NONE
27,5,2009,13,VANDALISM,Wednesday,BAYVIEW,ARREST
21,9,2014,21,OTHER OFFENSES,Sunday,NORTHERN,ARREST
26,2,2006,16,BURGLARY,Sunday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
7,7,2003,12,SUICIDE,Monday,TARAVAL,NONE
22,9,2010,12,FRAUD,Wednesday,RICHMOND,NONE
8,1,2008,19,ASSAULT,Tuesday,RICHMOND,NONE
12,12,2005,16,VEHICLE THEFT,Monday,TARAVAL,NONE
17,5,2013,17,VEHICLE THEFT,Friday,CENTRAL,NONE
28,4,2008,20,SUSPICIOUS OCC,Monday,PARK,NONE
