HAND,XCOORD,YCOORD
42,0.31097,0.83187
42,0.32896,0.8506
42,0.37803,0.8416
42,0.42129,0.82517
42,0.53189,0.78766
42,0.63912,0.7588
42,0.5965,0.82681
42,0.54597,0.8723
42,0.50825,0.89918
42,0.48225,0.93507
42,0.48817,0.95506
42,0.50657,0.96291
42,0.54305,0.9488
42,0.58476,0.92143
42,0.64545,0.87477
42,0.74686,0.80786
42,0.8272,0.79319
42,0.91205,0.77065
42,0.99829,0.73883
43,1.0884,0.43847
43,0.9753,0.34853
43,0.88361,0.29338
43,0.72882,0.24497
43,0.66493,0.22659
43,0.60859,0.20572
43,0.58176,0.22037
43,0.57846,0.25527
43,0.619,0.30512
43,0.69038,0.3376
43,0.7821,0.383
43,0.74455,0.41601
43,0.67762,0.43294
43,0.49694,0.41482
43,0.37497,0.4004
43,0.31968,0.39765
43,0.27044,0.4092
43,0.25405,0.43394
43,0.26259,0.46136
43,0.31162,0.47981
43,0.36745,0.48466
43,0.47768,0.51018
43,0.60829,0.5513
43,0.47272,0.56299
43,0.32744,0.57292
43,0.2743,0.57774
43,0.22455,0.59354
43,0.21229,0.6269
43,0.22557,0.65564
43,0.28391,0.66028
43,0.33642,0.65592
43,0.47531,0.66013
43,0.61986,0.66908
43,0.52045,0.69744
43,0.39422,0.72819
43,0.34442,0.73673
43,0.29185,0.75779
43,0.28655,0.78948
43,0.30452,0.81584
43,0.35939,0.81504
43,0.41155,0.80558
43,0.54278,0.78636
43,0.67965,0.7751
43,0.62274,0.83079
43,0.55256,0.87271
43,0.50519,0.89269
43,0.46876,0.92714
43,0.47112,0.95205
43,0.48818,0.96491
43,0.53457,0.95655
43,0.58514,0.93631
43,0.66755,0.89579
43,0.79679,0.84025
43,0.89272,0.82356
43,0.99271,0.79995
43,1.0929,0.75794
44,1.1612,0.41775
44,1.0366,0.3267
44,0.90742,0.27572
44,0.72116,0.26928
44,0.64346,0.27932
44,0.57001,0.27796
44,0.55215,0.29713
44,0.55758,0.33354
44,0.62197,0.37438
44,0.70751,0.3826
44,0.80736,0.37901
44,0.78089,0.39456
44,0.70726,0.4184
44,0.4944,0.44013
44,0.35717,0.45717
44,0.29451,0.46995
44,0.24366,0.4955
44,0.23097,0.52282
44,0.24426,0.55102
44,0.30612,0.55832
44,0.36708,0.55153
44,0.48705,0.5485
44,0.65485,0.5572
44,0.48005,0.56486
44,0.32212,0.57852
44,0.26142,0.58393
44,0.20281,0.60248
44,0.19156,0.64066
44,0.20797,0.66923
44,0.26957,0.67601
44,0.33317,0.66948
44,0.48182,0.6702
44,0.66166,0.67552
44,0.53297,0.6811
44,0.39257,0.68969
44,0.33397,0.69038
44,0.27582,0.7015
44,0.26208,0.73407
44,0.27686,0.76607
44,0.34057,0.7772
44,0.39842,0.77463
44,0.54321,0.77615
44,0.70233,0.7725
44,0.63214,0.78314
44,0.54781,0.79575
44,0.48806,0.7958
44,0.43715,0.80864
44,0.42594,0.83206
44,0.43813,0.8583
44,0.49136,0.8718
44,0.55577,0.87122
44,0.65487,0.86674
44,0.83044,0.85897
44,0.94907,0.84607
44,1.0665,0.81526
44,1.1831,0.76824
